,LOF (outlier score),LogReg (entropy),LogReg (max prob),AE (reconstr err),NN (entropy),NN (max prob),PPCA (log prob),VAE (reconstr err),VAE (latent prob),VAE (latent prior prob),VAE (reconstr err grad),NNEnsemble (entropy),NNEnsemble (std),NNEnsemble (mutual information),MCDropout (entropy),MCDropout (std),MCDropout (mutual information),Number of models
9941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7086,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12380,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4749,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3505,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7876,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2378,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5669,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2735,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8490,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9306,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16255,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13264,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
18044,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10698,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11962,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16221,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9141,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
165,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11678,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
8305,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
991,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
1258,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17527,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11388,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10776,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
67,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5660,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
17400,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10922,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
7082,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
15621,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13850,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11502,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3360,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
3552,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13780,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16031,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
14466,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
5097,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
16142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
9137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
6901,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
11169,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
10799,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
12532,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
13984,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
4390,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
2687,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0
